Country,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malta,4.D.1  Wetlands Remaining Wetlands,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732
Malta,4.D.1.a  Peat Extraction Remaining Peat Extraction,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.D.1.b  Flooded Land Remaining Flooded Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.D.1.c  Other Wetlands Remaining Other Wetlands,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.003299898,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732,-0.013520732
Malta,4.D.2  Land Converted to Wetlands,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,-0.039233333,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.E  Settlements,2.130653433,1.340730711,1.375020545,1.409310379,1.443600212,1.477890046,1.510022611,1.47044187,1.504731704,0.931490903,0.965780737,0.638347403,0.638347403,0.638347403,0.638347403,0.638347403,0.613910567,0.610026031,0.549574739,0.488254135,0.372645645,0.343351249,0.314056853,0.284762457,0.255468061,0.226173665,0.196879269,0.206765054,0.177588617,8.454702725,9.612821728,2.479367069
Malta,4.E.1  Settlements Remaining Settlements,"NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO","NA,NO"
Malta,4.E.2  Land Converted to Settlements,2.130653433,1.340730711,1.375020545,1.409310379,1.443600212,1.477890046,1.510022611,1.47044187,1.504731704,0.931490903,0.965780737,0.638347403,0.638347403,0.638347403,0.638347403,0.638347403,0.613910567,0.610026031,0.549574739,0.488254135,0.372645645,0.343351249,0.314056853,0.284762457,0.255468061,0.226173665,0.196879269,0.206765054,0.177588617,8.454702725,9.612821728,2.479367069
Malta,4.E.2.a  Forest Land Converted to Settlements,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-0.105305105,-0.283199422,-0.355788635
Malta,4.E.2.b  Cropland Converted to Settlements,1.553450635,0.763527913,0.797817747,0.83210758,0.866397414,0.900687248,0.934977082,0.895396341,0.929686175,0.931490903,0.965780737,0.638347403,0.638347403,0.638347403,0.638347403,0.638347403,0.613910567,0.595265038,0.529818308,0.463502266,0.342898338,0.308608504,0.27431867,0.240028837,0.205739003,0.171449169,0.137159335,0.156810675,0.127634238,5.424719239,5.935697332,1.100762647
Malta,4.E.2.c  Grassland Converted to Settlements,0.577202798,0.577202798,0.577202798,0.577202798,0.577202798,0.577202798,0.575045529,0.575045529,0.575045529,"NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO",0.014760993,0.019756431,0.024751869,0.029747307,0.034742745,0.039738183,0.044733621,0.049729058,0.054724496,0.059719934,0.049954379,0.049954379,3.135288591,3.960323817,1.734393056
Malta,4.E.2.d  Wetlands Converted to Settlements,NO,NO,NO,"NE,NO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.E.2.e  Other Land Converted to Settlements,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.F  Other Land,0.610783529,0.563394,0.611219295,0.65904459,0.706869884,0.749603316,0.750706575,0.75708044,0.804905734,0.806008992,0.853834287,0.793130756,0.787331037,0.797615762,0.824227787,0.834755367,0.781130353,0.778332529,0.765769149,0.753205768,0.695524186,0.682960805,0.670397425,0.657834045,0.645270665,0.632707285,0.620143904,0.663559838,0.651829106,3.100781855,4.375609903,3.175564851
Malta,4.F.2  Land Converted to Other Land,0.570055265,0.518424964,0.56137263,0.604320297,0.647267964,0.685643079,0.685157246,0.690658833,0.7336065,0.733120667,0.776068333,0.714291111,0.7077675,0.717328333,0.742866667,0.752320556,0.702849278,0.702447167,0.6922795,0.682111833,0.6314275,0.621259833,0.611092167,0.6009245,0.590756833,0.580589167,0.5704215,0.615033833,0.6044995,2.950567333,4.122510465,2.92141039
Malta,4.F.2.a  Forest Land Converted to Other Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.003956953,0.000760953,-0.006392001
Malta,4.F.2.b  Cropland Converted to Other Land,0.468240424,0.425021424,0.467969091,0.510916758,0.553864424,0.59223954,0.635187207,0.647225333,0.690173,0.733120667,0.776068333,0.714291111,0.694185556,0.694185556,0.723745,0.733198889,0.670145667,0.627198,0.584250333,0.541302667,0.457838333,0.414890667,0.371943,0.328995333,0.286047667,0.2431,0.200152333,0.258551333,0.248017,1.248299648,1.579210426,0.831451334
Malta,4.F.2.c  Grassland Converted  to Other Land,0.101814841,0.093403539,0.093403539,0.093403539,0.093403539,0.093403539,0.049970039,0.0434335,0.0434335,NO,NO,NO,0.013581944,0.023142778,0.019121667,0.019121667,0.032703611,0.075249167,0.108029167,0.140809167,0.173589167,0.206369167,0.239149167,0.271929167,0.304709167,0.337489167,0.370269167,0.3564825,0.3564825,1.698310732,2.542539087,2.096351056
Malta,4.F.2.d  Wetlands Converted to Other Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.F.2.e  Settlements Converted to Other Land,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.G  Harvested Wood Products,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.G.1  Solid Wood,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.G.2  Paper and Paperboard,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.G.3  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,HWP in SWDS,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,4.H  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.  Waste,75.21668373,82.13331057,88.86878719,97.26558978,106.3469444,113.9739139,119.1604852,126.4675313,137.439467,143.1958126,153.9936809,161.4467036,168.9078503,178.5166332,187.802172,196.7344342,205.0387764,208.9110803,118.2566983,135.4623091,123.8143803,118.9713135,120.8823459,119.671177,134.4305729,149.7697871,161.4440241,159.6694906,167.752764,184.3539178,190.7768025,200.9418279
Malta,5.A  Solid Waste Disposal,46.47565114,52.62760448,58.95942364,65.44195127,72.05424611,78.85914146,85.91622745,93.00448124,101.8297462,110.3579267,119.4571019,127.5113356,136.1407788,144.7069975,153.6020363,162.5373376,169.8169381,176.7933657,88.03445419,108.1762207,94.32754574,106.9633191,115.1674741,113.4153714,125.3816909,136.4452359,148.41193,146.9548167,155.4801447,165.4627334,175.6693675,182.8973227
Malta,5.A.1  Managed Waste Disposal Sites,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"NA,NO",11.09721478,25.76263718,39.76467596,54.94872904,69.70888685,82.54998757,89.25320251,96.43888831,98.22289726,107.6490141,124.2691825,133.7916881,138.1187222,146.6651035,157.0079359,167.4013956,176.2491179
Malta,5.A.1.a  Anaerobic,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NA,11.09721478,25.76263718,39.76467596,54.94872904,69.70888685,82.54998757,89.25320251,96.43888831,98.22289726,107.6490141,124.2691825,133.7916881,138.1187222,146.6651035,157.0079359,167.4013956,176.2491179
Malta,5.A.1.b  Semi-aerobic,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.A.2  Unmanaged Waste Disposal Sites,46.47565114,52.62760448,58.95942364,65.44195127,72.05424611,78.85914146,85.91622745,93.00448124,101.8297462,110.3579267,119.4571019,127.5113356,136.1407788,144.7069975,153.6020363,151.4401229,144.0543009,137.0286898,33.08572515,38.46733385,11.77755817,17.71011658,18.72858582,15.19247417,17.73267682,12.17605339,14.62024186,8.836094566,8.815041188,8.454797436,8.26797185,6.648204843
Malta,5.A.3  Uncategorized Waste Disposal Sites,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.B  Biological Treatment of Solid Waste,NO,NO,NO,1.7308892,3.9169336,4.009826,2.4292504,1.7010372,4.0294932,2.323488276,2.722901012,3.107735436,1.694410056,2.5458049,2.75431234,2.814892584,3.660475068,NO,NO,NO,0.17155488,0.98126784,1.16635232,1.13419264,1.01746848,0.93214016,2.28490304,2.44539456,2.69239264,2.252229504,0.911345344,1.30031328
Malta,5.B.1  Composting,NO,NO,NO,1.7308892,3.9169336,4.009826,2.4292504,1.7010372,4.0294932,2.323488276,2.722901012,3.107735436,1.694410056,2.5458049,2.75431234,2.814892584,3.660475068,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.B.1.a  Municipal Solid Waste,NO,NO,NO,1.7308892,3.9169336,4.009826,2.4292504,1.7010372,4.0294932,2.323488276,2.722901012,3.107735436,1.694410056,2.5458049,2.75431234,2.814892584,3.660475068,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.B.1.b  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,
Malta,5.B.2  Anaerobic Digestion at Biogas Facilities,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.17155488,0.98126784,1.16635232,1.13419264,1.01746848,0.93214016,2.28490304,2.44539456,2.69239264,2.252229504,0.911345344,1.30031328
Malta,5.B.2.a  Municipal Solid Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.17155488,0.98126784,1.16635232,1.13419264,1.01746848,0.93214016,2.28490304,2.44539456,2.69239264,2.252229504,0.911345344,1.30031328
Malta,5.B.2.b  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,
Malta,5.C  Incineration and Open Burning of Waste,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.406444219,0.406444219,0.406444219,0.406444219,0.406444219,0.406444219,0.316497734,0.316497734,0.316497734,0.316497734,0.49570991,0.660417148,0.706666011,0.850805557,0.765231385,0.624710644,0.796903836,0.712485103,0.652282187,0.634708825,0.673740483,0.677056733,0.789544432,0.576405472
Malta,5.C.1  Waste Incineration,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.431220172,0.406444219,0.406444219,0.406444219,0.406444219,0.406444219,0.406444219,0.316497734,0.316497734,0.316497734,0.316497734,0.49570991,0.660417148,0.706666011,0.850805557,0.765231385,0.624710644,0.796903836,0.712485103,0.652282187,0.634708825,0.673740483,0.677056733,0.789544432,0.576405472
Malta,5.C.1.a  Biogenic,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.269022438,0.099469042,0.099469042,0.099469042,0.099469042,8.251073261,10.38664571,10.43849935,9.080454235,8.396195008,9.373851607,8.580593531,7.98875443,7.312106527,7.250140962,6.775746067,7.022023663,8.346367712,8.00901371
Malta,5.C.1.a.i  Municipal Solid Waste,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,0.169553396,NO,NO,NO,NO,NO,NO,0.080303429,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.1.a.ii  Other,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,8.251073261,10.38664571,10.35819592,9.080454235,8.396195008,9.373851607,8.580593531,7.98875443,7.312106527,7.250140962,6.775746067,7.022023663,8.346367712,8.00901371
Malta,5.C.1.a.ii.1  Industrial Solid Wastes,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,0.099469042,8.251073261,10.38664571,10.35819592,9.080454235,8.396195008,9.373851607,8.580593531,7.98875443,7.312106527,7.250140962,6.775746067,7.022023663,8.346367712,8.00901371
Malta,5.C.1.b  Non-biogenic,0.379817187,0.379817187,0.379817187,0.379817187,0.379817187,0.379817187,0.379817187,0.379817187,0.355041235,0.355041235,0.355041235,0.355041235,0.355041235,0.355041235,0.316214812,0.316214812,0.316214812,0.316214812,0.354111428,0.482169639,0.527201972,0.694973887,0.621142437,0.463843917,0.649650385,0.575388333,0.526797521,0.510287563,0.557460416,0.556550242,0.646310582,0.438961028
Malta,5.C.1.b.i  Municipal Solid Waste,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,0.029921188,NO,NO,NO,NO,6.61239E-05,0.024862584,0.007499882,0.004480449,NO,NO,0.00019148,0.033625843,NO,0.01251229,0.011995315,0.009934908,0.004030905,0.002877078
Malta,5.C.1.b.ii  Other,0.349896,0.349896,0.349896,0.349896,0.349896,0.349896,0.349896,0.349896,0.325120047,0.325120047,0.325120047,0.325120047,0.325120047,0.325120047,0.316214812,0.316214812,0.316214812,0.316214812,0.354045304,0.457307055,0.51970209,0.690493438,0.621142437,0.463843917,0.649458904,0.54176249,0.526797521,0.497775273,0.545465101,0.546615334,0.642279676,0.43608395
Malta,5.C.1.b.ii.1  Industrial Solid Wastes,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.001004738,0.125104954,0.212508526,0.313580972,0.436841786,0.349907744,0.184398524,0.346587057,0.212076064,0.154790351,0.115498129,0.12955313,0.116046428,0.062515409,0.029744089
Malta,5.C.1.b.ii.3  Clinical Waste,0.348891262,0.348891262,0.348891262,0.348891262,0.348891262,0.348891262,0.348891262,0.348891262,0.324115309,0.324115309,0.324115309,0.324115309,0.324115309,0.324115309,0.315210074,0.315210074,0.315210074,0.315210074,0.228940351,0.244798529,0.206121118,0.253651652,0.271234694,0.279445393,0.302871848,0.329686426,0.372007169,0.382277144,0.415911971,0.430568905,0.579764267,0.406339862
Malta,5.C.2  Open Burning of Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.a  Biogenic,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.a.i  Municipal Solid Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.a.ii  Other,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.b  Non-biogenic,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.b.i  Municipal Solid Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.C.2.b.ii  Other,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,5.D  Wastewater Treatment and Discharge,28.30981242,29.07448591,29.47814338,29.66152914,29.9445445,30.67372625,30.38378717,31.33079274,31.17378344,30.10795341,31.40723376,30.42118839,30.66621722,30.85738659,31.1293256,31.06570625,31.24486553,31.80121686,29.72653422,26.62567124,28.60861366,10.17592099,3.783288057,4.496902298,7.234509647,11.67992598,10.09490888,9.634570513,8.906486169,15.96189824,13.40654521,16.16778638
Malta,5.D.1  Domestic Wastewater,28.30981242,29.07448591,29.47814338,29.66152914,29.9445445,30.67372625,30.38378717,31.33079274,31.17378344,30.10795341,31.40723376,30.42118839,30.66621722,30.85738659,31.1293256,31.06570625,31.24486553,31.80121686,29.72653422,26.62567124,28.60861366,10.17592099,3.783288057,4.496902298,7.234509647,11.67992598,10.09490888,9.634570513,8.906486169,15.96189824,13.40654521,16.16778638
Malta,5.D.2  Industrial Wastewater,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Malta,5.D.3  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Malta,5.E  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,Long-term Storage of C in Waste Disposal Sites,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Malta,Annual Change in Total Long-term C Storage,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Malta,Annual Change in Total Long-term C Storage in HWP Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Malta,6.  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,Total GHG emissions with LULUCF,102.3475356,103.1997748,108.8423011,107.9932535,108.6853165,105.3193255,109.1148031,107.7410689,106.8392786,108.0506942,106.18649,106.6302972,107.018883,104.0060377,98.83467524,97.65619102,93.25081267,93.03235947,93.71712864,90.05944368,87.67635821,86.21236499,89.05500588,91.05348243,85.13068725,88.25754998,86.36664039,83.27146712,86.60221857,83.05722059,69.69459569,73.56049536
Monaco,1.  Energy,101.6039229,102.4265247,108.016781,106.9422872,107.5792513,104.1712662,107.7494694,106.3490793,105.079181,105.7839868,103.32402,102.981168,102.588338,99.7179885,94.42309438,92.2532346,86.21818014,85.22090025,84.67159406,81.59087737,79.02335129,77.11890713,80.2071373,81.10966589,76.20987415,78.74130721,77.25473105,75.47569504,77.42494874,73.88394779,63.11879856,67.235135
Monaco,1.AA  Fuel Combustion - Sectoral approach,99.82829693,100.8503638,106.6400852,105.8433232,106.7462408,103.4830107,107.0553248,105.6549347,104.3850363,105.0898421,102.6592606,102.3594009,101.9665709,99.09622136,93.80132724,91.60310948,85.56776569,84.58585545,84.06231883,81.00535197,78.43472167,76.53285441,79.62146714,80.52808335,75.6404231,78.17539203,76.68881587,74.92219398,76.87326019,73.33987174,62.59075345,66.71249142
Monaco,1.A.1  Energy Industries,17.77839342,17.29244555,19.03537926,21.10429798,22.80894128,22.76395676,24.44455858,27.5420989,25.94137486,26.3640768,27.13384126,28.69981519,25.70051079,21.3487592,19.0175857,18.93257233,15.04841651,19.83242214,18.91384836,18.36647952,18.06350322,20.14844804,20.69220008,21.54607673,22.02259227,23.06461292,22.76842136,22.28604669,22.72540482,22.82797587,18.60192794,21.45197246
Monaco,1.A.1.a  Public Electricity and Heat Production,17.77839342,17.29244555,19.03537926,21.10429798,22.80894128,22.76395676,24.44455858,27.5420989,25.94137486,26.3640768,27.13384126,28.69981519,25.70051079,21.3487592,19.0175857,18.93257233,15.04841651,19.83242214,18.91384836,18.36647952,18.06350322,20.14844804,20.69220008,21.54607673,22.02259227,23.06461292,22.76842136,22.28604669,22.72540482,22.82797587,18.60192794,21.45197246
Monaco,1.A.1.a.ii  Combined Heat and Power Generation,17.77839342,17.29244555,19.03537926,21.10429798,22.80894128,22.76395676,24.44455858,27.5420989,25.94137486,26.3640768,27.13384126,28.69981519,25.70051079,21.3487592,19.0175857,18.93257233,15.04841651,19.83242214,18.91384836,18.36647952,18.06350322,20.14844804,20.69220008,21.54607673,22.02259227,23.06461292,22.76842136,22.28604669,22.72540482,22.82797587,18.60192794,21.45197246
Monaco,1.A.1.b  Petroleum Refining,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.1.c  Manufacture of Solid Fuels and Other Energy Industries,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.1.c.i  Manufacture of Solid Fuels,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.2  Manufacturing Industries and Construction,3.875316587,3.983209114,3.926897775,3.904916845,3.830147549,3.856838327,3.856610685,3.809397385,3.851295904,3.892693414,3.963141529,3.933048674,3.989337443,3.986399413,3.986919836,4.009329566,3.964886996,3.909676962,4.024559414,3.966257144,4.027334863,3.86806796,2.284437179,2.450365208,2.5817362,4.759964175,5.874025692,5.192088928,7.123923235,5.513666632,7.067024062,6.888099616
Monaco,1.A.2.a  Iron and Steel,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.2.b  Non-Ferrous Metals,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.2.c  Chemicals,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,"1.A.2.d  Pulp, Paper and Print",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,"1.A.2.e  Food Processing, Beverages and Tobacco",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.2.f  Non-metallic Minerals,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,1.A.2.g  Other,3.875316587,3.983209114,3.926897775,3.904916845,3.830147549,3.856838327,3.856610685,3.809397385,3.851295904,3.892693414,3.963141529,3.933048674,3.989337443,3.986399413,3.986919836,4.009329566,3.964886996,3.909676962,4.024559414,3.966257144,4.027334863,3.86806796,2.284437179,2.450365208,2.5817362,4.759964175,5.874025692,5.192088928,7.123923235,5.513666632,7.067024062,6.888099616
Monaco,1.A.2.g.vii  Off-road Vehicles and Other Machinery,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.821688535,2.797793326,1.127998966,1.168600988,1.405080961,3.554273471,4.671558771,4.011664943,5.786306685,5.15005597,6.831967339,6.662716183
